A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
3,0,28,3,1,2,2,1,2,2,2,1,2,1,2,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,1,4,3,4,3,3,3,4,3,3,3,4,1,1,3,5,5,1,5,4,1,1,1,2,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,3,3,5,3,5,4,4,4,4,4,4,3,3,3,3,1,1,1,2,2,2,2,1,75,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,3,4,4,3,2,2,4,4,2,3,2,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,2,3,1,3,4,3,3,14,3,17,B,13.56,6,31,2,3,8.7431,15.0477,6.6577,14.0707,7.5499,12.8758,23.7896,9.8646,6.4173,17.6154,6.2261,7.6992,7.1466,5.812,14.3188,26.2435,7.063,8.4095,0,17.2671,6.8341,7.1046,15.2722,23.8664,0,0,0,0,0,27.3055,0,7.4624,7.457,7.8394,18.1676,24.6046,24.9814,13.7259,7.2067,8.2506,9.9134,13.9818,13.7875,7.2065,0,6.9733,15.0545,14.0942,16.4558,0,13.7935,0,29.5462,11.7852,16.313,15.3065,18.002,11.552,20.8225,13.1296,18.5874,7.1945,6.6932,6.647,0,39.0431,10.7571,17.0967,16.6616,17.3887,9.4521,0,13.0275,7.4922,7.8598,7.3242,11.0238,6.9192,8.6639,0,15.7666,7.8215,11.4365,7.742,9.1765,33.8332,12.7333,30.4537,0,109038,109158
5,0,0,0,-8,2,2,2,2,2,2,2,1,1,2,9,3,3,2,3,3,2,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,3,5,5,2,2,5,5,1,3,5,5,4,4,5,5,1,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3,4,5,5,5,4,5,5,4,4,5,4,4,4,3,1,2,1,1,1,2,1,2,95,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,3,4,3,4,3,4,2,4,4,3,2,1,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,4,2,3,1,5,4,3,2,13,1,19,B,3.49,6,0,1,1,25.6941,21.2858,18.2796,0,22.0724,33.4512,42.3617,27.6132,0,31.5724,27.8862,22.663,19.6342,63.805,0,62.0511,74.3832,22.2913,0,51.0413,0,25.7701,0,0,21.6737,28.471,0,52.9767,82.9994,30.6439,60.9919,0,74.0071,37.8469,25.5323,0,70.1935,24.6673,0,0,0,0,31.9425,16.2708,53.7137,32.3591,31.4989,30.8288,0,26.9628,70.8441,0,0,0,25.1809,38.5836,55.7594,17.2306,55.0831,0,23.807,29.3499,44.1838,38.6569,34.6191,0,33.6411,0,24.2798,38.0501,25.7205,72.2468,27.8381,84.0647,23.6864,21.7362,35.0581,26.3086,40.2461,32.4633,33.5382,0,28.3124,52.712,28.0127,27.4448,19.4074,38.8946,22.1856,101143,105647
2,0,0,0,-8,2,2,1,2,2,2,2,2,1,7,6,3,5,4,5,4,3,3,3,5,5,1,1,3,5,3,1,2,3,4,5,1,1,1,4,5,1,2,5,4,1,2,5,5,1,2,4,5,3,1,4,4,3,4,3,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,5,5,3,2,2,3,5,4,1,3,3,1,1,1,2,1,1,1,2,100,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,4,2,4,4,2,4,2,4,4,3,4,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,2,2,5,2,1,4,2,4,3,3,15,3,18,B,22.67,6,0,1,1,21.3543,0,19.0802,18.8358,54.8708,24.3463,46.1039,0,28.7366,29.113,23.8006,0,80.2501,0,76.6696,31.7148,20.4464,20.8454,30.1403,26.0389,20.8215,0,19.948,0,27.7118,27.9584,0,0,35.0815,0,47.3203,0,42.9062,20.0194,0,0,42.6565,24.9277,18.3563,78.1354,30.0444,43.7524,0,16.1036,22.5741,21.0944,0,34.2224,18.6844,18.8662,32.2821,0,17.7158,20.3055,36.7345,22.7335,21.8837,39.0591,0,18.4271,17.7177,25.6479,27.4527,21.1076,17.8185,53.4351,19.1437,36.8005,32.3258,58.4202,21.4051,47.1505,19.5305,16.693,34.6674,18.8097,39.4352,29.7642,37.1554,17.8495,0,19.1571,21.3161,0,63.3358,19.3423,0,19.262,37.6312,111159,109339
4,5,0,2,2,2,1,1,2,2,2,2,2,1,9,7,2,2,2,2,2,2,3,5,1,4,1,3,5,1,2,1,3,5,1,1,1,1,4,5,1,1,4,5,1,1,5,5,2,1,4,5,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,-8,-8,-8,-8,-8,-8,-8,50,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,3,4,3,3,2,2,3,3,4,2,1,2,3,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,5,2,1,6,9,3,3,2,16,1,20,B,10.71,6,2,2,2,38.0704,74.4531,45.6821,0,0,0,93.2789,65.8221,0,0,108.5147,0,0,0,0,74.318,0,0,53.6787,0,0,0,0,0,0,0,64.92,0,64.8049,0,0,0,0,0,0,65.841,0,60.8269,0,0,58.3416,0,0,52.6206,0,60.4297,0,57.2064,57.147,0,48.8643,0,66.7167,0,53.2993,0,0,0,0,65.5741,58.275,0,0,63.5117,56.6125,49.8184,54.8362,76.7993,0,0,64.6716,57.3917,53.8882,0,0,58.45,0,51.8016,43.8472,0,0,0,75.0433,0,43.9918,0,111.03,51.4913,106.5733,110805,106488
1,18,2,15,1,1,1,1,2,2,2,2,2,9,2,1,4,3,3,3,1,3,2,5,4,4,3,2,5,5,5,1,2,5,4,5,2,1,3,5,3,2,3,5,2,1,5,5,4,4,5,5,1,1,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,4,4,3,3,4,3,3,3,3,1,1,1,1,1,1,1,2,70,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,3,4,2,4,2,3,3,4,4,3,5,1,4,-8,2,3,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,1,-9,2,-9,-9,19,4,3,2,16,3,19,B,-9,6,17,-9,2,9.338,17.3965,11.2706,9.0567,17.7855,0,9.282,23.2629,13.1334,16.3588,8.6981,20.4431,9.0317,0,8.8117,0,17.6571,19.5333,8.5298,10.1907,0,0,11.3249,0,23.6098,10.1546,10.2697,17.9786,9.7331,9.5524,9.5147,0,17.7144,10.7997,10.3848,16.9428,9.704,10.0295,19.2722,0,18.5559,7.6313,0,0,16.9503,19.2156,8.3706,8.3833,18.961,7.6206,0,18.7694,16.8766,19.5188,18.0749,9.7463,21.1777,0,8.4614,9.2861,10.5683,8.713,8.7363,20.2005,8.0668,9.4758,7.9774,8.422,17.0435,20.4868,11.7535,17.5105,8.2916,9.3475,19.5139,17.0033,9.4755,18.6591,7.8053,0,0,7.996,12.4011,9.42,9.9468,11.649,10.9748,7.9321,9.9675,100857,111028
3,0,5,3,1,1,1,1,1,2,1,2,2,2,4,1,3,3,3,2,2,2,3,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,4,4,2,2,5,3,2,4,5,5,3,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,2,75,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,4,4,3,4,3,4,4,4,4,3,4,1,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,3,2,3,1,3,4,3,3,16,3,20,B,10.8,6,8,5,3,1.1712,1.246,1.3031,1.1459,1.133,1.6156,1.2653,.8529,1.092,.3871,.6424,.5526,1.1742,1.2053,1.0005,1.0873,.8442,1.0912,.7432,.3054,1.5274,2.0225,.5448,1.2315,1.5654,1.1647,.8856,1.7849,1.7154,1.214,2.1705,.638,.7393,1.0297,.9252,1.1166,1.398,1.3171,1.143,1.5599,.8572,.6054,1.5587,.3188,.493,.7497,.945,1.2516,.7112,1.8235,1.4187,1.1808,.6958,1.5323,.397,.8776,1.257,1.6941,.3002,1.327,.8862,3.4847,.6809,1.5884,1.1927,.7701,.67,2.1463,1.3757,.5035,1.3058,1.6508,1.3009,.9599,.567,1.3875,.7187,.9905,.7325,.6898,.8294,.8715,1.6057,1.4441,.2529,1.5667,.8836,.9318,1.4567,104224,107919
6,4,12,0,-8,1,2,2,2,2,1,1,2,9,2,7,4,4,3,3,3,4,5,5,5,5,4,5,5,5,5,4,3,5,5,5,4,1,2,5,5,1,4,5,4,2,5,5,5,3,5,4,4,4,3,3,4,4,4,3,3,3,4,2,2,3,2,4,3,4,3,3,4,5,5,5,5,4,4,4,4,5,4,3,4,4,1,2,1,1,1,2,1,2,95,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,4,4,3,4,1,4,-8,2,3,3,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,3,2,3,1,10,4,3,2,14,3,14,B,10.75,6,12,3,1,6.3124,11.0227,11.1419,7.1093,0,9.3786,0,14.1149,0,5.9062,5.2856,11.3233,0,11.9308,0,6.7937,10.7347,5.8174,5.3583,10.418,6.2993,13.1983,6.2287,9.4979,4.8515,4.8114,14.7203,10.8914,5.9036,15.5971,0,13.8303,5.9111,8.5223,10.6154,10.1388,0,8.8215,10.7041,0,0,6.9331,9.7161,8.3589,9.7204,5.6247,12.6639,6.2568,6.0693,10.2167,0,10.6613,5.634,7.6496,6.7678,6.5917,4.999,0,15.4657,5.9682,10.7608,5.7472,4.8195,5.8534,5.6792,5.1228,9.516,0,5.9363,5.3272,9.8406,0,5.5511,13.332,5.6697,5.0748,0,6.0041,0,6.2087,14.8416,17.3524,6.9627,17.3856,4.9307,6.1319,15.8592,11.096,0,107427,100740
0,7,24,0,-8,1,2,1,2,2,1,2,1,1,3,7,3,4,2,3,3,3,3,5,4,4,3,1,4,4,3,2,1,5,5,3,2,2,1,5,3,1,4,5,1,1,4,5,4,3,5,1,1,1,3,3,3,3,4,3,4,4,4,4,4,4,2,4,2,4,4,2,4,5,5,5,4,4,4,3,4,4,3,4,4,3,1,1,1,1,1,2,2,2,98,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,3,4,2,3,2,3,4,4,4,4,3,1,4,-8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,1,1,2,3,1,7,4,3,2,14,3,17,B,17.21,6,24,2,1,14.5226,9.3643,0,12.1586,23.0701,0,14.0515,24.707,10.0491,28.5386,35.0025,0,8.2393,24.0787,9.1356,11.9813,16.4051,16.8436,19.6672,12.4052,27.9629,21.7222,13.9226,20.4677,8.8009,0,0,23.9151,37.4293,13.9774,0,28.6127,14.4564,13.0164,14.5126,30.3859,41.3349,9.2781,13.4541,41.3754,10.5756,12.8927,28.1808,0,9.3755,24.0954,29.2619,29.094,11.2558,12.3094,13.0929,0,22.238,13.851,0,0,25.3573,8.8223,14.6989,22.9746,10.6121,23.7226,15.8109,17.7993,15.6866,0,0,0,9.7993,13.5798,11.9802,0,27.0918,31.9717,24.8564,8.7972,13.1632,11.3083,27.3653,0,12.0977,11.6838,28.3915,18.9942,28.0229,18.3514,24.7879,15.076,12.7646,100368,109242
0,0,3,0,-8,2,2,2,2,2,2,2,2,5,1,4,3,3,3,2,3,3,5,5,4,4,3,3,5,4,5,2,3,5,1,2,1,1,4,5,3,1,5,5,1,1,5,5,3,1,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,3,2,2,4,2,1,1,2,2,1,2,2,2,100,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,3,3,4,4,2,4,3,4,4,1,1,2,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1,1,2,2,1,0,4,3,2,16,3,20,B,8.27,6,3,1,3,15.067,0,23.7226,34.8756,0,16.6596,16.2512,0,29.6121,0,0,15.4013,14.5561,18.5593,13.0694,14.9669,12.8704,32.6469,22.8981,0,0,18.9361,0,23.6994,0,15.4351,17.4053,16.4796,20.0816,13.9955,0,20.0566,17.8513,33.0288,30.1887,0,0,0,17.8003,0,19.7315,16.6274,13.3896,31.5147,0,12.7752,14.5319,18.1795,11.9816,27.4164,14.6175,0,0,12.0976,16.236,15.3388,18.0386,14.4966,19.2644,0,12.8218,0,13.8725,0,17.5687,0,26.4936,12.3733,0,0,16.4783,11.9118,37.372,0,32.2539,31.7407,13.1452,23.949,20.2683,20.0536,13.7858,30.4577,0,14.4262,35.9439,28.0089,0,34.0994,15.1466,106061,102859
22,0,5,0,-8,2,2,1,1,2,1,1,1,2,4,1,3,3,5,3,3,2,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,1,5,1,1,1,5,2,1,1,5,2,1,1,5,1,2,1,1,1,4,4,4,4,4,3,3,3,4,4,3,2,2,3,2,4,2,3,4,1,3,3,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1,60,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,3,2,2,2,4,4,3,6,2,4,-8,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,1,2,2,6,22,4,3,3,11,2,20,B,17.08,6,5,5,1,.765,1.3254,1.901,1.3834,1.2055,3.1326,.8835,.542,.2095,.8849,.5429,1.2292,.2289,.2716,0,.4706,.2143,1.4401,.9586,1.489,.7787,1.1248,1.0136,.6459,.8655,1.1514,.9726,.6292,.7384,0,.878,1.1629,.7719,.5704,1.3459,.7646,.9103,.2151,.2376,1.9162,1.15,.6601,1.0301,.2525,.2071,.4666,1.1881,1.59,1.5735,.8641,1.0366,1.5676,.4527,.4043,.4543,.8344,.2532,.9591,.9798,1.0136,2.0908,1.5068,.2739,.4548,.6201,.2133,.669,.7126,.418,1.1539,1.8384,.4978,.8104,1.293,.488,.779,1.1326,1.2943,1.4496,.6907,1.486,1.025,1.4403,1.0936,.6652,.4223,1.1033,1.4631,.9289,108524,105891
1,0,14,1,2,1,1,1,1,2,2,1,2,9,1,4,3,3,3,3,3,3,5,5,5,4,3,4,5,5,4,3,3,5,4,4,4,3,3,5,4,3,3,5,1,1,5,5,4,1,5,5,1,3,1,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,2,4,4,3,4,4,4,5,5,2,2,4,3,1,1,2,1,1,2,1,2,90,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,3,3,3,3,3,4,4,4,4,2,3,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,2,3,1,1,4,3,2,13,3,18,B,14.25,6,15,2,1,10.2799,12.2446,9.8094,11.0024,0,0,9.1155,16.4081,17.9182,10.2962,0,9.2261,0,0,16.3477,10.8278,8.4533,8.254,16.8841,9.4946,8.6939,24.1232,0,0,20.0436,11.0352,10.9169,11.5059,0,13.3325,10.4677,21.8629,17.69,14.0898,0,0,0,0,0,18.5538,9.8623,0,14.4776,12.2936,11.7885,10.5085,12.929,0,0,18.8769,12.2504,27.9167,0,0,0,0,9.2738,12.3354,11.0496,31.85,15.2461,16.4428,12.6518,11.8751,9.3061,22.414,11.2521,0,12.4484,11.5673,18.6466,12.335,0,0,0,13.689,0,10.9018,8.4052,0,0,12.1146,13.9837,11.9002,29.3252,16.3353,19.8153,0,0,107758,109372
22,1,8,18,2,2,2,1,2,2,2,2,1,2,5,4,3,3,4,3,4,3,5,5,5,5,3,3,5,5,5,3,3,5,5,5,1,2,1,5,1,1,1,5,3,1,4,5,5,3,5,5,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,5,5,4,4,4,4,3,3,3,3,5,3,1,1,2,1,1,1,1,1,90,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,3,3,2,2,3,4,4,3,6,1,4,-8,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,3,1,23,4,3,3,15,3,20,B,11.89,6,26,4,1,2.297,2.806,2.3914,0,0,5.1701,2.4264,0,2.5358,5.2403,2.4522,4.5543,2.3272,2.0746,2.3957,2.1944,2.6638,0,2.3959,3.381,2.1407,3.1714,2.4286,2.6954,0,2.4126,2.4376,2.0735,2.8983,0,2.8537,0,3.3081,2.4687,2.8896,0,0,2.4914,2.4616,5.5586,2.5082,5.4571,2.2745,4.466,0,3.3219,3.1047,2.9135,0,0,2.8681,2.4495,2.5863,2.5807,2.5056,2.8652,0,0,0,2.5914,2.8867,2.6935,3.0434,0,2.5986,5.8483,0,2.5369,2.8956,2.3866,2.4285,2.5289,2.9284,2.4677,0,0,0,2.7614,0,3.1137,5.5849,0,0,0,2.3796,2.749,2.7674,2.2193,2.8663,100929,108303
