F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
1,0,0,1,2,117875,110144,1,4,4,4,5,2,5,24.95,39,1,2,-8,-8,1,55,1,11,2,-8,-8,-8,-8,-8,-8,30,1,1,2,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,36,1,1,2,2,2,5,2,2,2,1,40,4,1,3,1,5,5,1,1,1,5,1,5,5,1,1,1,1,4,2,-8,-8,2,-8,-8,-8,-8,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,0,0,12,0,4,4,1,3,5,110685
2,2,0,1,2,144772,110144,1,3,3,3,5,2,4,24.95,15,0,1,1,0,1,31,2,-8,-8,-8,-8,-8,-8,-8,-8,55,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,5,0,15,0,10,37,2,2,1,2,2,4,2,2,2,1,16,4,1,3,1,5,5,1,1,1,5,1,5,5,1,1,1,1,4,2,-8,-8,2,-8,-8,-8,-8,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,0,0,12,0,4,4,1,3,5,110685
3,2,0,1,1,121206,110145,1,3,2,2,3,2,4,4.5,20,0,2,-8,-8,1,32,2,-8,-8,-8,-8,-8,-8,-8,-8,56,1,1,1,2,2,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,4,0,0,0,0,36,1,2,1,2,2,3,2,2,2,2,20,4,4,3,1,4,1,1,1,1,1,1,1,1,3,1,1,3,3,1,3,3,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,2,14,13,0,5,2,1,4,4,106233
1,0,0,1,2,115797,110153,1,1,2,2,1,2,4,18.6,6,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,54,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,-8,-8,3,9,5,2,1,40,3,5,2,2,2,3,2,2,2,1,6,2,1,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,6,0,15,0,3,3,2,3,4,109050
1,1,0,1,1,127990,110158,1,4,4,4,3,2,4,13.73,28,0,2,-8,-8,1,19,2,-8,-8,-8,-8,-8,-8,-8,-8,20,1,1,1,1,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,42,1,2,2,2,2,4,1,2,1,1,28,2,1,4,1,1,5,5,1,1,5,1,1,1,6,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,8,0,12,8,3,2,1,4,4,104421
1,4,3,1,1,134587,110162,1,2,3,3,1,2,4,11.15,9,0,2,-8,-8,1,83,1,19,4,-8,-8,-8,-8,-8,-8,22,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,3,2,2,1,1,2,1,1,1,1,9,1,1,2,1,5,1,1,1,1,5,5,1,5,1,1,1,1,3,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,4,20,5,0,4,2,1,5,1,104992
1,0,0,1,2,114646,110178,1,1,1,1,3,1,4,20.78,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3,1,1,2,1,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,11,8,3,3,40,3,5,2,2,2,1,2,2,2,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,12,15,8,22,3,4,1,5,4,104149
1,4,0,1,2,104575,110180,1,2,1,1,3,1,2,15.71,2,1,2,-8,-8,1,57,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,1,1,1,-8,-8,-8,-8,40,4,3,1,2,2,1,2,2,2,1,3,1,1,2,1,3,2,2,3,5,5,5,1,6,2,2,3,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,4,0,16,0,4,2,2,2,4,110206
1,0,0,1,2,131129,110183,1,2,2,2,3,1,4,23.42,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,2,1,1,1,2,2,1,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,2,2,2,1,3,2,2,2,1,2,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,7,13,13,3,4,2,4,4,102024
1,0,0,1,2,105209,110195,1,2,2,2,1,2,4,14.02,4,2,1,2,0,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,15,5,3,3,40,1,1,2,2,2,3,2,2,2,1,8,2,1,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,15,0,3,2,2,4,4,107290
2,0,0,1,2,125508,110199,1,3,3,3,4,2,5,15.71,7,0,2,-8,-8,1,88,1,4,3,1,-8,-8,-8,-8,-8,8,1,1,1,1,1,2,2,1,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,2,1,1,40,4,4,2,2,2,4,2,2,2,1,7,4,6,4,3,4,2,2,2,4,2,2,4,1,1,2,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,6,2,0,3,3,1,5,4,107608
3,0,0,1,1,114765,110204,1,1,3,3,1,1,4,21.67,3,0,2,-8,-8,1,59,2,-8,-8,-8,-8,-8,-8,-8,-8,32,1,3,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,1,-8,-8,-8,-8,38,1,2,2,1,2,4,1,2,2,1,3,1,1,2,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,9,10,12,0,3,4,1,3,4,108879
3,0,0,1,2,134417,110204,1,1,2,2,1,2,4,21.67,4,0,2,-8,-8,1,22,2,-8,-8,-8,-8,-8,-8,-8,-8,36,1,1,2,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,37,4,3,2,2,1,3,1,2,2,1,4,1,1,2,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,9,10,12,0,3,4,1,3,4,108879
1,2,0,1,2,101359,110218,1,2,1,1,3,2,5,13.03,6,0,2,-8,-8,1,15,2,-8,-8,1,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,12,10,5,5,40,4,3,2,2,2,2,2,2,2,1,6,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,0,16,0,3,2,2,3,4,107876
3,1,0,1,2,118268,110222,1,2,2,2,3,2,4,14.65,6,0,2,-8,-8,1,83,1,38,3,-8,-8,-8,-8,-8,-8,22,1,1,2,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,40,1,2,2,2,2,3,2,2,2,1,6,3,1,3,1,6,4,4,2,5,5,5,5,5,2,4,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,3,18,0,3,3,1,4,4,103299
2,2,0,2,2,100849,110241,1,2,1,1,1,2,4,16.43,10,0,2,-8,-8,1,18,2,-8,-8,-8,-8,-8,-8,-8,-8,18,1,1,1,1,2,1,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,10,1,1,2,2,2,2,1,1,1,1,10,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,2,25,0,4,2,2,4,4,100728
1,2,0,1,2,146563,110247,1,4,2,2,2,2,4,14.77,18,0,1,1,0,1,4,1,41,3,-8,-8,-8,-8,-8,-8,2,1,1,2,1,1,1,2,1,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,15,12,1,1,40,4,2,1,2,1,3,2,2,2,1,19,3,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,1,2,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,13,10,5,0,3,2,2,4,4,102861
3,0,0,1,1,106413,110251,1,3,4,4,3,2,3,18.84,15,0,2,-8,-8,1,19,1,19,1,-8,-8,-8,1,-8,-8,20,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,1,1,2,2,2,5,1,1,2,1,15,2,1,3,2,2,3,3,2,5,3,3,2,5,4,2,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,5,13,5,0,5,4,1,5,4,102510
1,2,0,1,1,131753,110252,1,4,2,2,3,2,4,14.09,26,0,2,-8,-8,1,82,1,84,2,-8,-8,-8,-8,1,-8,22,1,1,1,2,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,37,3,1,2,2,1,2,2,2,1,1,26,2,1,3,1,3,3,2,2,3,3,2,2,2,2,1,1,1,3,1,1,3,2,-8,-8,-8,-8,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,10,1,8,0,4,1,2,2,3,101655
2,0,0,1,2,102150,110253,1,3,3,3,2,2,4,13.95,15,0,2,-8,-8,1,4,1,20,2,1,-8,-8,-8,-8,-8,3,1,1,1,2,2,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,4,0,7,1,1,40,3,2,2,2,2,5,2,1,2,1,15,2,1,3,4,4,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,13,10,5,0,5,4,1,5,5,103801
1,1,1,1,1,106354,110260,1,1,2,1,1,1,4,16.67,1,0,2,-8,-8,1,88,2,-8,-8,-8,-8,-8,-8,-8,-8,64,1,1,3,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,4,4,3,1,35,1,1,2,2,1,1,1,2,1,2,1,1,1,3,2,2,2,2,2,3,2,2,2,2,3,4,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,4,8,12,0,3,2,1,3,4,100295
3,0,0,2,1,101238,110265,1,2,1,1,5,1,3,11.43,3,0,2,-8,-8,1,19,2,-8,-8,-8,-8,-8,-8,-8,-8,20,1,1,1,1,1,1,2,2,1,-8,-8,1,-8,-8,1,-8,-8,1,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,16,1,1,2,2,2,2,1,2,2,1,3,4,1,3,2,2,2,2,4,5,2,2,1,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,4,20,10,2,4,2,1,5,3,108923
2,1,0,2,2,128016,110282,1,3,1,1,1,2,4,16.49,6,0,2,-8,-8,1,21,2,-8,-8,-8,1,-8,-8,-8,-8,55,2,-8,1,1,1,1,2,1,1,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,3,1,1,2,2,2,1,2,2,2,2,6,3,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,12,0,12,0,3,2,2,4,4,101847
2,0,0,1,2,115417,110285,1,4,2,2,3,2,4,16.83,16,0,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,2,1,2,2,1,2,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,-8,-8,5,23,10,1,2,37,2,1,2,2,2,3,2,2,2,1,16,2,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,2,-8,-8,-8,-8,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,11,0,3,2,2,3,4,100261
1,3,1,1,2,106785,110289,1,2,1,1,1,2,4,11.05,3,2,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,2,2,1,2,2,1,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,12,6,2,2,32,1,1,2,2,2,2,2,2,2,1,5,3,1,2,3,2,1,1,2,1,1,1,3,1,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,15,1,4,2,2,1,4,109548
2,0,0,1,2,123266,110294,1,1,1,1,1,1,4,13.53,3,0,2,-8,-8,1,4,2,-8,-8,1,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,1,2,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,5,3,3,40,1,1,2,2,1,2,2,2,2,1,3,1,1,1,2,5,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,0,5,0,4,2,1,3,4,110599
2,1,0,1,2,140423,110299,1,4,2,2,5,2,4,15.21,25,0,2,-8,-8,1,22,2,-8,-8,-8,-8,-8,-8,-8,-8,37,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,3,0,0,0,25,40,1,1,2,2,2,3,1,1,2,1,25,4,1,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,9,15,14,0,4,5,2,5,3,108803
1,0,0,1,2,123522,110310,1,3,2,2,3,2,4,17.96,11,0,1,11,0,1,5,1,4,2,-8,-8,-8,1,-8,-8,25,1,1,2,1,1,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,2,2,2,2,4,2,2,2,1,22,3,1,4,1,4,3,3,2,4,4,4,1,4,2,2,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,3,10,8,0,5,4,2,4,4,102104
3,0,0,1,2,112793,110311,1,4,4,4,5,2,4,18.33,28,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,3,2,2,2,2,5,2,2,2,1,28,4,1,3,4,3,4,2,3,2,1,1,4,3,5,1,1,2,4,1,2,4,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,5,7,0,3,4,2,5,3,103880
2,1,0,1,2,123532,110311,1,3,1,1,5,1,4,18.33,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,1,1,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,12,8,3,1,35,1,3,2,2,2,1,2,2,2,1,2,4,1,3,4,3,4,2,3,2,1,1,4,3,5,1,1,2,4,1,2,4,2,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,5,7,0,3,4,2,5,3,103880
2,0,0,1,2,111776,110312,1,4,4,3,4,2,5,18.32,15,0,2,-8,-8,1,5,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,44,4,5,2,2,1,4,2,1,1,1,15,4,1,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,4,1,1,4,1,-8,-8,-8,-8,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,3,0,9,3,3,3,1,2,3,101328
1,4,1,1,2,126336,110314,1,2,2,2,4,2,4,12.15,12,0,2,-8,-8,1,55,2,-8,-8,-8,-8,-8,-8,-8,-8,30,1,1,1,2,1,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,3,2,1,2,1,2,1,1,1,1,12,4,1,3,1,5,1,1,1,5,2,5,2,2,4,2,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,6,20,0,4,2,1,4,3,106943
1,0,0,1,2,118827,110317,1,4,2,2,1,2,4,14.0,25,1,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,4,4,1,1,35,3,2,2,2,2,3,2,2,2,1,26,3,1,3,3,3,1,1,3,1,1,1,1,1,2,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,15,2,1,4,1,1,3,4,106352
1,1,1,1,2,135512,110321,1,1,1,1,3,1,4,19.81,2,0,2,-8,-8,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,9,8,0,0,40,1,5,2,2,2,2,2,2,2,1,2,2,1,3,3,4,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,3,1,4,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,0,21,0,4,3,2,4,4,100544
1,0,0,1,2,136419,110324,1,3,2,2,3,2,4,13.56,14,0,2,-8,-8,1,88,2,-8,-8,-8,-8,-8,-8,1,-8,3,1,1,1,1,1,1,1,1,1,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,35,1,1,2,2,2,4,1,2,2,1,14,4,1,3,4,5,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,4,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,7,0,5,0,4,2,2,5,4,104461
1,1,1,1,2,144231,110324,1,1,1,1,3,1,4,13.56,1,0,2,-8,-8,1,85,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,2,3,1,1,1,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,12,5,5,4,38,2,1,2,2,2,2,2,2,2,2,1,4,1,3,4,5,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,4,1,-8,-8,-8,-8,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,7,0,5,0,4,2,2,5,4,104461
1,0,0,1,2,119985,110329,1,2,1,1,3,1,4,20.45,3,0,2,-8,-8,1,50,1,4,4,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,5,6,0,2,43,1,1,2,2,2,2,2,2,2,1,3,2,1,4,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,20,4,0,5,3,1,4,4,100025
1,2,2,1,1,108092,110336,1,1,3,3,2,2,4,18.35,3,0,1,3,0,1,4,1,30,4,-8,-8,-8,-8,-8,-8,54,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,4,15,5,0,0,40,3,2,1,2,2,4,2,2,1,1,6,2,1,2,3,5,2,2,2,5,2,1,1,1,4,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,16,11,7,0,4,4,1,5,4,110536
1,2,1,1,2,127739,110336,1,2,2,2,2,2,4,18.35,4,0,2,-8,-8,1,67,2,-8,-8,-8,1,-8,-8,-8,-8,16,1,1,1,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,1,2,1,2,2,2,1,2,2,1,4,2,1,2,3,5,2,2,2,5,2,1,1,1,4,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,16,11,7,0,4,4,1,5,4,110536
2,1,0,1,2,114803,110339,1,2,1,1,3,1,3,19.33,2,0,2,-8,-8,1,25,2,-8,-8,-8,-8,-8,-8,-8,-8,52,1,1,2,1,1,2,2,2,2,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,8,0,2,40,2,1,2,2,1,1,2,2,2,2,2,3,1,3,4,5,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,4,1,-8,-8,-8,-8,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,3,0,13,0,3,2,2,3,4,103515
3,0,0,1,2,139560,110346,1,1,1,1,1,1,4,10.92,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,1,1,1,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,5,20,5,2,0,38,1,1,2,2,1,1,2,2,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,5,1,2,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,7,6,15,4,3,3,2,5,4,110916
1,3,0,1,1,134970,110353,1,4,1,1,3,2,4,14.47,5,0,2,-8,-8,1,5,2,-8,-8,1,-8,-8,-8,-8,-8,34,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,1,-8,-8,-8,-8,40,1,1,1,2,2,2,1,2,2,2,5,3,1,4,1,5,3,3,5,3,3,2,5,2,6,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,5,0,12,0,3,2,2,4,4,100580
2,2,0,2,1,144035,110353,1,2,1,1,3,1,4,14.47,3,0,2,-8,-8,1,50,2,-8,-8,-8,-8,-8,-8,-8,-8,12,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,2,3,1,2,2,2,2,1,2,2,1,3,3,1,4,1,5,3,3,5,3,3,2,5,2,6,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,5,0,12,0,3,2,2,4,4,100580
1,2,0,1,1,137018,110361,1,3,3,2,2,2,4,11.07,10,0,2,-8,-8,1,88,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,1,1,2,2,1,3,2,2,1,2,10,4,1,3,1,4,4,4,5,5,5,5,6,5,5,4,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,4,16,10,12,3,2,1,4,4,108489
1,3,0,1,1,127022,110369,1,3,3,3,2,2,4,16.3,25,0,2,-8,-8,1,9,2,-8,-8,-8,-8,-8,-8,-8,-8,41,1,1,1,2,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,35,1,1,2,2,2,4,1,2,2,1,25,1,1,2,1,2,4,2,2,2,2,2,1,2,2,2,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,5,1,20,0,3,3,1,3,4,104191
